FECHA (YYMMDD);HORA (HHMM);;
180816;0800;0,208277;
180816;0900;0,591441;
180816;1000;1,71985;
180816;1100;2,14572;
180816;1200;1,64451;
180816;1300;2,38458;
180816;1400;2,82366;
180816;1500;2,40155;
180816;1600;2,64206;
180816;1700;2,01176;
180816;1800;1,41216;
180816;1900;1,01319;
180816;2000;1,78743;
180816;2100;1,46171;
180816;2200;1,21824;
180816;2300;0,674568;
180817;0000;0,898983;
180817;0100;0,784229;
180817;0200;2,1429;
180817;0300;2,56659;
180817;0400;1,71291;
180817;0500;0,937106;
180817;0600;0,4933;
180817;0700;0,677364;
180817;0800;0,988587;
180817;0900;1,69154;
180817;1000;1,36321;
180817;1100;1,98131;
180817;1200;1,93781;
180817;1300;1,80015;
180817;1400;1,64449;
180817;1500;1,67866;
180817;1600;2,23729;
180817;1700;2,04262;
180817;1800;1,10792;
180817;1900;1,15556;
180817;2000;1,587;
180817;2100;0,684226;
180817;2200;1,19798;
180817;2300;2,04949;
180818;0000;1,27722;
180818;0100;2,33916;
180818;0200;4,91639;
180818;0300;5,43352;
180818;0400;5,54354;
180818;0500;4,94086;
180818;0600;5,15538;
180818;0700;5,49404;
180818;0800;5,62829;
180818;0900;5,2016;
180818;1000;4,5494;
180818;1100;5,93747;
180818;1200;7,52816;
180818;1300;8,34894;
180818;1400;9,198;
180818;1500;9,38573;
180818;1600;9,27776;
180818;1700;9,14549;
180818;1800;8,36951;
180818;1900;7,33678;
180818;2000;5,94016;
180818;2100;5,46945;
180818;2200;4,72767;
180818;2300;4,7385;
180819;0000;5,77372;
180819;0100;4,33518;
180819;0200;5,36228;
180819;0300;3,75671;
180819;0400;3,33305;
180819;0500;2,78448;
180819;0600;2,95193;
180819;0700;2,57522;
180819;0800;2,52417;
180819;0900;3,31531;
180819;1000;3,81261;
180819;1100;4,43623;
180819;1200;5,07882;
180819;1300;5,14997;
180819;1400;5,4985;
180819;1500;5,4512;
180819;1600;4,57125;
180819;1700;3,43516;
180819;1800;1,20287;
180819;1900;2,00647;
180819;2000;2,71185;
180819;2100;2,88649;
180819;2200;2,54831;
180819;2300;2,26843;
180820;0000;2,75408;
180820;0100;2,65577;
180820;0200;2,14685;
180820;0300;1,8007;
180820;0400;1,21077;
180820;0500;1,82286;
180820;0600;1,82175;
180820;0700;0,822049;
180820;0800;1,70678;
180820;0900;0,735839;
180820;1000;0,718271;
180820;1100;1,32304;
180820;1200;1,61005;
180820;1300;1,73124;
180820;1400;1,83782;
180820;1500;0,285134;
180820;1600;1,86393;
180820;1700;1,66577;
180820;1800;1,41301;
180820;1900;0,666712;
180820;2000;0,86312;
180820;2100;0,414536;
180820;2200;0,649918;
180820;2300;0,921731;
180821;0000;0,862067;
180821;0100;1,1638;
180821;0200;1,27795;
180821;0300;1,28898;
180821;0400;1,16399;
180821;0500;1,42014;
180821;0600;1,1193;
180821;0700;1,95403;
180821;0800;1,98793;
180821;0900;0,802733;
180821;1000;0,819631;
180821;1100;1,03522;
180821;1200;0,612527;
180821;1300;1,27845;
180821;1400;0,473215;
180821;1500;0,236526;
180821;1600;1,02153;
180821;1700;1,24959;
180821;1800;0,3986;
180821;1900;1,03319;
180821;2000;1,28491;
180821;2100;0,467364;
180821;2200;0,404028;
180821;2300;0,4853;
180822;0000;0,446444;
180822;0100;1,26604;
180822;0200;0,0748873;
180822;0300;0,514071;
180822;0400;0,633661;
180822;0500;1,0026;
180822;0600;0,65639;
180822;0700;0,958091;
180822;0800;2,04479;
180822;0900;1,92266;
180822;1000;0,371959;
180822;1100;1,45399;
180822;1200;1,57546;
180822;1300;0,473957;
180822;1400;1,89135;
180822;1500;2,05162;
180822;1600;2,35647;
180822;1700;2,50324;
180822;1800;2,43437;
180822;1900;0,935787;
180822;2000;1,33876;
180822;2100;1,47662;
180822;2200;1,80274;
180822;2300;2,02817;
180823;0000;0,651302;
180823;0100;0,618918;
180823;0200;1,3713;
180823;0300;1,88755;
180823;0400;2,2072;
180823;0500;0,763279;
180823;0600;0,214523;
180823;0700;1,54893;
180823;0800;0,941708;
180823;0900;0,666001;
180823;1000;1,10267;
180823;1100;1,79535;
180823;1200;0,880665;
180823;1300;0,682883;
180823;1400;2,76115;
180823;1500;4,76063;
180823;1600;3,42498;
180823;1700;1,91942;
180823;1800;2,58913;
180823;1900;2,49617;
180823;2000;3,94837;
180823;2100;3,48329;
180823;2200;3,81617;
180823;2300;4,24052;
180824;0000;3,62191;
180824;0100;3,05737;
180824;0200;3,97562;
180824;0300;4,23515;
180824;0400;5,33248;
180824;0500;3,89416;
180824;0600;4,03898;
180824;0700;3,99175;
180824;0800;4,4593;
180824;0900;4,23851;
180824;1000;4,91588;
180824;1100;3,97706;
180824;1200;4,91914;
180824;1300;6,2972;
180824;1400;7,52281;
180824;1500;7,86425;
180824;1600;7,95227;
180824;1700;7,23549;
180824;1800;6,98418;
180824;1900;6,61433;
180824;2000;6,04087;
180824;2100;4,8659;
180824;2200;5,04256;
180824;2300;5,71015;
180825;0000;4,62393;
180825;0100;4,42045;
180825;0200;5,41651;
180825;0300;4,44861;
180825;0400;3,65877;
180825;0500;3,82764;
180825;0600;4,20372;
180825;0700;3,58454;
180825;0800;3,80365;
180825;0900;5,35635;
180825;1000;4,62016;
180825;1100;6,65486;
180825;1200;6,53342;
180825;1300;6,75552;
180825;1400;8,57744;
180825;1500;8,35596;
180825;1600;8,24126;
180825;1700;7,74273;
180825;1800;7,48448;
180825;1900;4,79915;
180825;2000;2,1174;
180825;2100;1,4793;
180825;2200;2,3886;
180825;2300;1,67293;
180826;0000;1,16669;
180826;0100;2,5526;
180826;0200;1,05551;
180826;0300;1,86163;
180826;0400;3,35058;
180826;0500;2,4619;
180826;0600;0,510949;
180826;0700;1,07706;
180826;0800;1,02769;
180826;0900;0,317889;
180826;1000;1,24858;
180826;1100;1,30298;
180826;1200;1,27012;
180826;1300;2,09411;
180826;1400;1,02424;
180826;1500;1,29793;
180826;1600;1,21464;
180826;1700;1,6277;
180826;1800;1,62199;
180826;1900;1,2351;
180826;2000;1,10401;
180826;2100;1,00043;
180826;2200;1,20908;
180826;2300;1,33305;
180827;0000;1,15493;
180827;0100;1,09331;
180827;0200;1,3244;
180827;0300;1,62143;
180827;0400;1,48584;
180827;0500;1,59884;
180827;0600;1,5487;
180827;0700;1,32053;
180827;0800;1,39306;
180827;0900;1,2132;
180827;1000;0,414632;
180827;1100;0,624507;
180827;1200;1,2677;
180827;1300;1,84266;
180827;1400;1,36746;
180827;1500;0,733171;
180827;1600;0,528216;
180827;1700;1,25429;
180827;1800;1,75229;
180827;1900;1,25952;
180827;2000;1,45548;
180827;2100;2,33128;
180827;2200;3,05303;
180827;2300;3,02065;
180828;0000;2,7342;
180828;0100;1,51513;
180828;0200;0,650006;
180828;0300;1,12638;
180828;0400;1,91703;
180828;0500;2,07323;
180828;0600;2,41216;
180828;0700;2,19621;
180828;0800;1,25807;
180828;0900;0,880023;
180828;1000;0,988681;
