FECHA (YYMMDD);HORA (HHMM);;
180828;1000;0,130192;
180828;1100;0,725426;
180828;1200;1,85195;
180828;1300;1,58384;
180828;1400;1,35843;
180828;1500;0,946122;
180828;1600;0,866537;
180828;1700;1,09028;
180828;1800;1,06524;
180828;1900;0,372048;
180828;2000;0,045915;
180828;2100;0,118258;
180828;2200;0,194999;
180828;2300;0,114434;
180829;0000;0,731717;
180829;0100;0,342485;
180829;0200;0,36808;
180829;0300;0,167165;
180829;0400;0,333757;
180829;0500;0,334012;
180829;0600;0,682298;
180829;0700;0,591639;
180829;0800;0,366693;
180829;0900;0,654326;
180829;1000;0,646554;
180829;1100;0,738866;
180829;1200;0,950089;
180829;1300;1,44936;
180829;1400;1,96491;
180829;1500;1,70786;
180829;1600;1,67536;
180829;1700;1,16673;
180829;1800;1,06287;
180829;1900;0,82699;
180829;2000;0,247561;
180829;2100;1,04081;
180829;2200;1,26713;
180829;2300;0,654332;
180830;0000;0,497902;
180830;0100;0,735765;
180830;0200;0,280326;
180830;0300;0,39071;
180830;0400;0,55599;
180830;0500;0,359293;
180830;0600;0,384972;
180830;0700;1,20906;
180830;0800;0,886155;
180830;0900;0,596621;
180830;1000;0,715349;
180830;1100;1,53558;
180830;1200;2,38114;
180830;1300;2,9665;
180830;1400;1,44965;
180830;1500;1,27436;
180830;1600;0,283592;
180830;1700;0,0469846;
180830;1800;0,941985;
180830;1900;1,09433;
180830;2000;0,616747;
180830;2100;0,144847;
180830;2200;0,499161;
180830;2300;0,806277;
